gRNA	gene	S1	S2	S3
WDR27_+_170102066.23-P1P2|WDR27_+_170102104.23-P1P2	WDR27	   nan	   nan	   nan
WDR31_-_116102502.23-P1P2|WDR31_-_116102498.23-P1P2	WDR31	   nan	   nan	   nan
WDR33_+_128568707.23-P1P2|WDR33_-_128568762.23-P1P2	WDR33	   nan	   nan	   nan
WDR34_+_131418929.23-P1P2|WDR34_-_131418880.23-P1P2	WDR34	   nan	   nan	   nan
WDR35_-_20189829.23-P1P2|WDR35_+_20189840.23-P1P2	WDR35	   nan	   nan	   nan
WDR36_-_110428095.23-P1P2|WDR36_-_110428101.23-P1P2	WDR36	   nan	   nan	   nan
WDR37_-_1102800.23-P1P2|WDR37_-_1102551.23-P1P2	WDR37	   nan	   nan	   nan
WDR38_+_127615744.23-P1P2|WDR38_+_127615807.23-P1P2	WDR38	   nan	   nan	   nan
WDR3_-_118472399.23-P1P2|WDR3_+_118472389.23-P1P2	WDR3	   nan	   nan	   nan
WDR41_+_76788022.23-P1P2|WDR41_-_76788011.23-P1P2	WDR41	   nan	   nan	   nan
WDR43_-_29117577.23-P1P2|WDR43_-_29117980.23-P1P2	WDR43	   nan	   nan	   nan
WDR44_+_117480416.23-P1P2|WDR44_-_117480301.23-P1P2	WDR44	   nan	   nan	   nan
WDR45B_+_80606276.23-P1P2|WDR45B_+_80606282.23-P1P2	WDR45B	   nan	   nan	   nan
WDR45_+_48937342.23-P1P2|WDR45_-_48937499.23-P1P2	WDR45	   nan	   nan	   nan
WDR46_+_33256781.23-P1P2|WDR46_+_33256771.23-P1P2	WDR46	   nan	   nan	   nan
WDR47_+_109584679.23-P1P2|WDR47_-_109584514.23-P1P2	WDR47	   nan	   nan	   nan
WDR48_-_39093569.23-P1P2|WDR48_-_39093564.23-P1P2	WDR48	   nan	   nan	   nan
WDR49_+_167371704.23-P1P2|WDR49_+_167371654.23-P1P2	WDR49	   nan	   nan	   nan
WDR4_+_44299648.23-P1P2|WDR4_+_44299621.23-P1P2	WDR4	   nan	   nan	   nan
WDR52_-_113160319.23-P1P2|WDR52_+_113160311.23-P1P2	WDR52	   nan	   nan	   nan
WDR53_+_196295368.23-P1P2|WDR53_+_196295403.23-P1P2	WDR53	   nan	   nan	   nan
WDR54_+_74649083.23-P1P2|WDR54_-_74649047.23-P1P2	WDR54	   nan	   nan	   nan
WDR55_-_140044470.23-P1P2|WDR55_-_140044473.23-P1P2	WDR55	   nan	   nan	   nan
WDR59_+_75018967.23-P1P2|WDR59_+_75018990.23-P1P2	WDR59	   nan	   nan	   nan
WDR5B_+_122134910.23-P1P2|WDR5B_-_122134869.23-P1P2	WDR5B	   nan	   nan	   nan
WDR5_+_137001233.23-P1P2|WDR5_+_137001236.23-P1P2	WDR5	   nan	   nan	   nan
WDR60_-_158649341.23-P1P2|WDR60_+_158649330.23-P1P2	WDR60	   nan	   nan	   nan
WDR61_+_78591885.23-P1P2|WDR61_-_78591737.23-P1P2	WDR61	   nan	   nan	   nan
WDR62_-_36545851.23-P1P2|WDR62_-_36545820.23-P1P2	WDR62	   nan	   nan	   nan
WDR63_-_85528031.23-P1P2|WDR63_+_85528091.23-P1P2	WDR63	   nan	   nan	   nan
WDR64_-_241815621.23-P1P2|WDR64_+_241815633.23-P1P2	WDR64	   nan	   nan	   nan
WDR65_+_43638066.23-P1P2|WDR65_+_43638079.23-P1P2	WDR65	   nan	   nan	   nan
WDR66_-_122356506.23-P1P2|WDR66_+_122356706.23-P1P2	WDR66	   nan	   nan	   nan
WDR6_-_49044867.23-P1P2|WDR6_+_49044823.23-P1P2	WDR6	   nan	   nan	   nan
WDR70_-_37379443.23-P1P2|WDR70_+_37379414.23-P1P2	WDR70	   nan	   nan	   nan
WDR72_+_54051823.23-P1P2|WDR72_+_54051834.23-P1P2	WDR72	   nan	   nan	   nan
WDR73_-_85197138.23-P1P2|WDR73_+_85197484.23-P1P2	WDR73	   nan	   nan	   nan
WDR74_+_62607006.23-P1|WDR74_+_62607035.23-P1	WDR74	   nan	   nan	   nan
WDR74_+_62609282.23-P2|WDR74_-_62609072.23-P2	WDR74	   nan	   nan	   nan
WDR75_-_190306224.23-P1P2|WDR75_-_190306258.23-P1P2	WDR75	   nan	   nan	   nan
WDR76_-_44119243.23-P1P2|WDR76_+_44119223.23-P1P2	WDR76	   nan	   nan	   nan
WDR77_-_111991851.23-P1P2|WDR77_+_111991860.23-P1P2	WDR77	   nan	   nan	   nan
WDR78_+_67390467.23-P1P2|WDR78_+_67390454.23-P1P2	WDR78	   nan	   nan	   nan
WDR7_-_54318645.23-P1P2|WDR7_+_54318670.23-P1P2	WDR7	   nan	   nan	   nan
WDR81_+_1619899.23-P2|WDR81_+_1619892.23-P2	WDR81	   nan	   nan	   nan
WDR81_-_1628381.23-P1|WDR81_+_1628419.23-P1	WDR81	   nan	   nan	   nan
WDR82_-_52312175.23-P1P2|WDR82_+_52312203.23-P1P2	WDR82	   nan	   nan	   nan
WDR83OS_+_12780184.23-P1P2|WDR83OS_+_12780145.23-P1P2	WDR83OS	   nan	   nan	   nan
WDR83_-_12777671.23-P2|WDR83_-_12777639.23-P2	WDR83	   nan	   nan	   nan
WDR83_-_12780548.23-P1|WDR83_-_12780539.23-P1	WDR83	   nan	   nan	   nan
WDR86_+_151106911.23-P1P2|WDR86_+_151107031.23-P1P2	WDR86	   nan	   nan	   nan
WDR87_-_38397203.23-P1P2|WDR87_-_38397228.23-P1P2	WDR87	   nan	   nan	   nan
WDR88_-_33623061.23-P1P2|WDR88_+_33623023.23-P1P2	WDR88	   nan	   nan	   nan
WDR89_-_64108351.23-P1P2|WDR89_-_64108556.23-P1P2	WDR89	   nan	   nan	   nan
WDR90_-_699408.23-P1P2|WDR90_-_699396.23-P1P2	WDR90	   nan	   nan	   nan
WDR91_+_134896247.23-P1P2|WDR91_-_134896218.23-P1P2	WDR91	   nan	   nan	   nan
WDR92_-_68384628.23-P1P2|WDR92_-_68384657.23-P1P2	WDR92	   nan	   nan	   nan
WDR93_+_90234117.23-P1P2|WDR93_-_90234065.23-P1P2	WDR93	   nan	   nan	   nan
WDR96_-_105992054.23-P1P2|WDR96_+_105992047.23-P1P2	WDR96	   nan	   nan	   nan
WDSUB1_+_160143132.23-P1P2|WDSUB1_+_160143118.23-P1P2	WDSUB1	   nan	   nan	   nan
WDTC1_-_27561600.23-P1P2|WDTC1_-_27561699.23-P1P2	WDTC1	   nan	   nan	   nan
WDYHV1_-_124429467.23-P1P2|WDYHV1_+_124429031.23-P1P2	WDYHV1	   nan	   nan	   nan
WEE1_+_9595254.23-P1P2|WEE1_-_9595630.23-P1P2	WEE1	   nan	   nan	   nan
WEE2_-_141408194.23-ENST00000397541.2|WEE2_-_141408391.23-ENST00000397541.2	WEE2	   nan	   nan	   nan
WFDC10A_-_44258430.23-P1P2|WFDC10A_+_44258382.23-P1P2	WFDC10A	   nan	   nan	   nan
WFDC10B_+_44333640.23-P1P2|WFDC10B_+_44333592.23-P1P2	WFDC10B	   nan	   nan	   nan
WFDC11_+_44298698.23-ENST00000324384.3,ENST00000356562.2|WFDC11_-_44298489.23-ENST00000324384.3,ENST00000356562.2	WFDC11	   nan	   nan	   nan
WFDC12_+_43753030.23-P1P2|WFDC12_-_43753064.23-P1P2	WFDC12	   nan	   nan	   nan
WFDC13_+_44330777.23-P1P2|WFDC13_+_44330706.23-P1P2	WFDC13	   nan	   nan	   nan
WFDC1_-_84328531.23-P1P2|WFDC1_-_84328514.23-P1P2	WFDC1	   nan	   nan	   nan
WFDC2_+_44098402.23-P1P2|WFDC2_+_44098488.23-P1P2	WFDC2	   nan	   nan	   nan
WFDC3_-_44420446.23-P1P2|WFDC3_+_44420462.23-P1P2	WFDC3	   nan	   nan	   nan
WFDC5_+_43743755.23-P1P2|WFDC5_+_43743752.23-P1P2	WFDC5	   nan	   nan	   nan
WFDC6_+_44168125.23-P1P2|WFDC6_-_44168072.23-P1P2	WFDC6	   nan	   nan	   nan
WFDC8_+_44207859.23-P1P2|WFDC8_+_44207896.23-P1P2	WFDC8	   nan	   nan	   nan
WFDC9_+_44259897.23-P1P2|WFDC9_+_44259887.23-P1P2	WFDC9	   nan	   nan	   nan
WFIKKN1_-_680994.23-P1P2|WFIKKN1_+_681053.23-P1P2	WFIKKN1	   nan	   nan	   nan
WFIKKN2_+_48912992.23-P1P2|WFIKKN2_-_48913004.23-P1P2	WFIKKN2	   nan	   nan	   nan
WFS1_+_6271634.23-P1P2|WFS1_+_6271569.23-P1P2	WFS1	   nan	   nan	   nan
WHAMM_-_83478431.23-P1P2|WHAMM_+_83478460.23-P1P2	WHAMM	   nan	   nan	   nan
WHSC1L1_+_38239708.23-P1P2|WHSC1L1_+_38239493.23-P1P2	WHSC1L1	   nan	   nan	   nan
WHSC1_-_1873356.23-P1P2|WHSC1_+_1873227.23-P1P2	WHSC1	   nan	   nan	   nan
WIBG_+_56321640.23-P1P2|WIBG_+_56321656.23-P1P2	WIBG	   nan	   nan	   nan
WIF1_+_65515011.23-P1P2|WIF1_+_65515067.23-P1P2	WIF1	   nan	   nan	   nan
WIPF1_-_175547582.23-P1P2|WIPF1_+_175547629.23-P1P2	WIPF1	   nan	   nan	   nan
WIPF2_+_38375550.23-P1P2|WIPF2_-_38375618.23-P1P2	WIPF2	   nan	   nan	   nan
WIPF3_-_29846181.23-P1P2|WIPF3_+_29846184.23-P1P2	WIPF3	   nan	   nan	   nan
WIPI1_-_66453567.23-P1P2|WIPI1_-_66453639.23-P1P2	WIPI1	   nan	   nan	   nan
WIPI2_+_5230304.23-P1P2|WIPI2_+_5230295.23-P1P2	WIPI2	   nan	   nan	   nan
WISP1_+_134203371.23-P1P2|WISP1_+_134203323.23-P1P2	WISP1	   nan	   nan	   nan
WISP2_+_43344072.23-P1P2|WISP2_+_43344244.23-P1P2	WISP2	   nan	   nan	   nan
WISP3_-_112375568.23-P1P2|WISP3_+_112375530.23-P1P2	WISP3	   nan	   nan	   nan
WIZ_-_15543504.23-P1P2|WIZ_-_15543016.23-P1P2	WIZ	   nan	   nan	   nan
WLS_-_68698162.23-P1P2|WLS_+_68698180.23-P1P2	WLS	   nan	   nan	   nan
WNK1_+_862246.23-P1P2|WNK1_-_861784.23-P1P2	WNK1	   nan	   nan	   nan
WNK2_-_95947569.23-P1P2|WNK2_+_95947602.23-P1P2	WNK2	   nan	   nan	   nan
WNK3_+_54384185.23-P1P2|WNK3_+_54384244.23-P1P2	WNK3	   nan	   nan	   nan
WNK4_+_40932966.23-P1P2|WNK4_+_40932692.23-P1P2	WNK4	   nan	   nan	   nan
WNT10A_-_219745273.23-P1P2|WNT10A_-_219745330.23-P1P2	WNT10A	   nan	   nan	   nan
WNT10B_-_49365421.23-P1P2|WNT10B_-_49365513.23-P1P2	WNT10B	   nan	   nan	   nan
WNT11_+_75917522.23-P2|WNT11_-_75917486.23-P2	WNT11	   nan	   nan	   nan
WNT11_-_75921718.23-P1|WNT11_+_75921403.23-P1	WNT11	   nan	   nan	   nan
WNT16_-_120969137.23-P1P2|WNT16_-_120969084.23-P1P2	WNT16	   nan	   nan	   nan
WNT1_+_49372303.23-P2|WNT1_+_49372263.23-P2	WNT1	   nan	   nan	   nan
WNT1_+_49374055.23-P1|WNT1_-_49374120.23-P1	WNT1	   nan	   nan	   nan
WNT2B_+_113051584.23-P1P2|WNT2B_+_113051712.23-P1P2	WNT2B	   nan	   nan	   nan
WNT2_-_116963085.23-P1P2|WNT2_-_116963035.23-P1P2	WNT2	   nan	   nan	   nan
WNT3A_+_228194855.23-P1P2|WNT3A_-_228194842.23-P1P2	WNT3A	   nan	   nan	   nan
WNT3_-_44896031.23-P1P2|WNT3_-_44896010.23-P1P2	WNT3	   nan	   nan	   nan
WNT4_-_22469382.23-P1P2|WNT4_+_22469531.23-P1P2	WNT4	   nan	   nan	   nan
WNT5A_-_55515377.23-P1P2|WNT5A_+_55515351.23-P1P2	WNT5A	   nan	   nan	   nan
WNT5B_+_1683851.23-ENST00000537031.1|WNT5B_-_1683904.23-ENST00000537031.1	WNT5B	   nan	   nan	   nan
WNT5B_+_1738831.23-ENST00000397196.2|WNT5B_+_1738834.23-ENST00000397196.2	WNT5B	   nan	   nan	   nan
WNT5B_-_1726431.23-ENST00000310594.3|WNT5B_+_1726219.23-ENST00000310594.3	WNT5B	   nan	   nan	   nan
WNT6_-_219724559.23-P1P2|WNT6_+_219724570.23-P1P2	WNT6	   nan	   nan	   nan
WNT7A_-_13921172.23-P1P2|WNT7A_-_13921497.23-P1P2	WNT7A	   nan	   nan	   nan
WNT7B_+_46368371.23-P2|WNT7B_+_46368389.23-P2	WNT7B	   nan	   nan	   nan
WNT7B_+_46373029.23-P1|WNT7B_+_46373013.23-P1	WNT7B	   nan	   nan	   nan
WNT8A_+_137419666.23-P1P2|WNT8A_+_137419862.23-P1P2	WNT8A	   nan	   nan	   nan
WNT8B_-_102222820.23-P1P2|WNT8B_+_102222773.23-P1P2	WNT8B	   nan	   nan	   nan
WNT9A_+_228135576.23-P1P2|WNT9A_+_228135606.23-P1P2	WNT9A	   nan	   nan	   nan
WNT9B_+_44910629.23-P2|WNT9B_+_44910648.23-P2	WNT9B	   nan	   nan	   nan
WNT9B_+_44929062.23-P1|WNT9B_+_44929418.23-P1	WNT9B	   nan	   nan	   nan
WRAP53_-_7591780.23-P1P2|WRAP53_+_7591817.23-P1P2	WRAP53	   nan	   nan	   nan
WRAP73_-_3566618.23-P1P2|WRAP73_+_3566547.23-P1P2	WRAP73	   nan	   nan	   nan
WRB_-_40752309.23-P1P2|WRB_+_40752275.23-P1P2	WRB	   nan	   nan	   nan
WRNIP1_-_2765795.23-P1P2|WRNIP1_-_2765703.23-P1P2	WRNIP1	   nan	   nan	   nan
WRN_-_30891364.23-P1P2|WRN_+_30891350.23-P1P2	WRN	   nan	   nan	   nan
WSB1_-_25621576.23-P1P2|WSB1_+_25621102.23-P1P2	WSB1	   nan	   nan	   nan
WSB2_-_118498632.23-P1P2|WSB2_-_118498486.23-P1P2	WSB2	   nan	   nan	   nan
WSCD1_-_5974133.23-P1P2|WSCD1_-_5974141.23-P1P2	WSCD1	   nan	   nan	   nan
WSCD2_-_108523114.23-P1P2|WSCD2_-_108523143.23-P1P2	WSCD2	   nan	   nan	   nan
WT1_-_32456608.23-P1P2|WT1_-_32456837.23-P1P2	WT1	   nan	   nan	   nan
WTAP_-_160148592.23-P1P2|WTAP_-_160148580.23-P1P2	WTAP	   nan	   nan	   nan
WTH3DI_-_132121638.23-P1P2|WTH3DI_-_132121634.23-P1P2	WTH3DI	   nan	   nan	   nan
WTIP_+_34972681.23-P1P2|WTIP_-_34973042.23-P1P2	WTIP	   nan	   nan	   nan
WWC1_+_167718961.23-P1P2|WWC1_-_167718718.23-P1P2	WWC1	   nan	   nan	   nan
WWC2_-_184020423.23-P1P2|WWC2_+_184020619.23-P1P2	WWC2	   nan	   nan	   nan
WWC3_-_9983344.23-P1P2|WWC3_-_9983318.23-P1P2	WWC3	   nan	   nan	   nan
WWOX_-_78133991.23-P1P2|WWOX_-_78133601.23-P1P2	WWOX	   nan	   nan	   nan
WWP1_-_87354994.23-P1P2|WWP1_+_87355304.23-P1P2	WWP1	   nan	   nan	   nan
WWP2_-_69796490.23-P1P2|WWP2_-_69796263.23-P1P2	WWP2	   nan	   nan	   nan
WWTR1_-_149375769.23-P1P2|WWTR1_-_149375758.23-P1P2	WWTR1	   nan	   nan	   nan
XAB2_-_7694376.23-P1P2|XAB2_-_7694239.23-P1P2	XAB2	   nan	   nan	   nan
XAF1_-_6659575.23-P1P2|XAF1_-_6659566.23-P1P2	XAF1	   nan	   nan	   nan
XAGE1B_+_52235255.23-ENST00000518075.1|XAGE1B_+_52235237.23-ENST00000518075.1	XAGE1B	   nan	   nan	   nan
XAGE2_+_52386497.23-ENST00000330906.4|XAGE2_-_52386939.23-ENST00000330906.4	XAGE2	   nan	   nan	   nan
XAGE3_+_52897092.23-P1P2|XAGE3_+_52896820.23-P1P2	XAGE3	   nan	   nan	   nan
XAGE5_-_52841245.23-ENST00000351072.1,ENST00000425386.1|XAGE5_-_52841257.23-ENST00000351072.1,ENST00000425386.1	XAGE5	   nan	   nan	   nan
XAGE5_-_52841956.23-ENST00000375501.1|XAGE5_-_52841950.23-ENST00000375501.1	XAGE5	   nan	   nan	   nan
XBP1_+_29196516.23-P1P2|XBP1_+_29196499.23-P1P2	XBP1	   nan	   nan	   nan
XCL1_+_168545800.23-P1P2|XCL1_-_168545820.23-P1P2	XCL1	   nan	   nan	   nan
XCL2_+_168513054.23-P1P2|XCL2_+_168513032.23-P1P2	XCL2	   nan	   nan	   nan
XCR1_+_46068919.23-P1P2|XCR1_+_46068907.23-P1P2	XCR1	   nan	   nan	   nan
XDH_+_31637548.23-P1P2|XDH_+_31637557.23-P1P2	XDH	   nan	   nan	   nan
XG_+_2670253.23-P1P2|XG_+_2670095.23-P1P2	XG	   nan	   nan	   nan
XIAP_+_122993906.23-P1P2|XIAP_-_122994095.23-P1P2	XIAP	   nan	   nan	   nan
XIRP1_+_39234045.23-P1P2|XIRP1_+_39233724.23-P1P2	XIRP1	   nan	   nan	   nan
XIRP2_+_168043887.23-P1P2|XIRP2_-_168043897.23-P1P2	XIRP2	   nan	   nan	   nan
XKR3_-_17302388.23-P1P2|XKR3_-_17302462.23-P1P2	XKR3	   nan	   nan	   nan
XKR4_-_56014751.23-P1P2|XKR4_-_56014685.23-P1P2	XKR4	   nan	   nan	   nan
XKR5_+_6692994.23-P1P2|XKR5_+_6693018.23-P1P2	XKR5	   nan	   nan	   nan
XKR6_+_11059288.23-P1P2|XKR6_+_11059271.23-P1P2	XKR6	   nan	   nan	   nan
XKR7_-_30556002.23-P1P2|XKR7_+_30555961.23-P1P2	XKR7	   nan	   nan	   nan
XKR8_-_28286548.23-P1P2|XKR8_-_28286551.23-P1P2	XKR8	   nan	   nan	   nan
XKR9_+_71581663.23-P1P2|XKR9_-_71581637.23-P1P2	XKR9	   nan	   nan	   nan
XKRX_+_100183833.23-P1P2|XKRX_+_100183876.23-P1P2	XKRX	   nan	   nan	   nan
XK_+_37545074.23-P1P2|XK_-_37545274.23-P1P2	XK	   nan	   nan	   nan
XPA_+_100459570.23-P1P2|XPA_+_100459564.23-P1P2	XPA	   nan	   nan	   nan
XPC_+_14219880.23-P1|XPC_+_14220059.23-P1	XPC	   nan	   nan	   nan
XPC_-_14212067.23-P2|XPC_-_14212071.23-P2	XPC	   nan	   nan	   nan
XPNPEP1_-_111683183.23-P1P2|XPNPEP1_+_111683152.23-P1P2	XPNPEP1	   nan	   nan	   nan
XPNPEP2_+_128873146.23-P1P2|XPNPEP2_+_128872910.23-P1P2	XPNPEP2	   nan	   nan	   nan
XPNPEP3_+_41253139.23-P1P2|XPNPEP3_+_41253206.23-P1P2	XPNPEP3	   nan	   nan	   nan
XPO1_+_61765301.23-P1P2|XPO1_+_61765384.23-P1P2	XPO1	   nan	   nan	   nan
XPO4_-_21476633.23-P1P2|XPO4_+_21476479.23-P1P2	XPO4	   nan	   nan	   nan
XPO5_+_43543679.23-P1P2|XPO5_-_43543686.23-P1P2	XPO5	   nan	   nan	   nan
XPO6_+_28223196.23-P1P2|XPO6_-_28223250.23-P1P2	XPO6	   nan	   nan	   nan
XPO7_-_21777242.23-P1P2|XPO7_-_21777341.23-P1P2	XPO7	   nan	   nan	   nan
XPOT_+_64798775.23-P1P2|XPOT_-_64798750.23-P1P2	XPOT	   nan	   nan	   nan
XPR1_+_180601289.23-P1P2|XPR1_-_180601544.23-P1P2	XPR1	   nan	   nan	   nan
XRCC1_-_44079668.23-P1P2|XRCC1_-_44079606.23-P1P2	XRCC1	   nan	   nan	   nan
XRCC2_-_152373149.23-P1P2|XRCC2_-_152373174.23-P1P2	XRCC2	   nan	   nan	   nan
XRCC3_-_104181768.23-P1P2|XRCC3_+_104181754.23-P1P2	XRCC3	   nan	   nan	   nan
XRCC4_-_82373434.23-P1P2|XRCC4_-_82373452.23-P1P2	XRCC4	   nan	   nan	   nan
XRCC5_-_216974154.23-P1P2|XRCC5_+_216974143.23-P1P2	XRCC5	   nan	   nan	   nan
XRCC6BP1_-_58335727.23-P1P2|XRCC6BP1_-_58335602.23-P1P2	XRCC6BP1	   nan	   nan	   nan
XRCC6_+_42017343.23-P1P2|XRCC6_+_42017336.23-P1P2	XRCC6	   nan	   nan	   nan
XRN1_+_142166856.23-P1P2|XRN1_-_142166648.23-P1P2	XRN1	   nan	   nan	   nan
XRN2_+_21284193.23-P1P2|XRN2_+_21284031.23-P1P2	XRN2	   nan	   nan	   nan
XRRA1_+_74660088.23-P1P2|XRRA1_-_74660140.23-P1P2	XRRA1	   nan	   nan	   nan
XXYLT1_+_194991832.23-P1P2|XXYLT1_-_194991839.23-P1P2	XXYLT1	   nan	   nan	   nan
XYLB_-_38388365.23-P1P2|XYLB_-_38388362.23-P1P2	XYLB	   nan	   nan	   nan
XYLT1_-_17564542.23-P1P2|XYLT1_+_17564604.23-P1P2	XYLT1	   nan	   nan	   nan
XYLT2_-_48423536.23-P1P2|XYLT2_-_48423549.23-P1P2	XYLT2	   nan	   nan	   nan
YAE1D1_+_39606256.23-P1P2|YAE1D1_-_39606026.23-P1P2	YAE1D1	   nan	   nan	   nan
YAF2_+_42632012.23-P1P2|YAF2_+_42631978.23-P1P2	YAF2	   nan	   nan	   nan
YAP1_-_101981213.23-P1P2|YAP1_-_101981376.23-P1P2	YAP1	   nan	   nan	   nan
YARS2_-_32908772.23-P1P2|YARS2_+_32908426.23-P1P2	YARS2	   nan	   nan	   nan
YARS_+_33282894.23-P1P2|YARS_+_33282919.23-P1P2	YARS	   nan	   nan	   nan
YBEY_+_47706294.23-P1P2|YBEY_+_47706326.23-P1P2	YBEY	   nan	   nan	   nan
YBX1_+_43148077.23-P1P2|YBX1_+_43148871.23-P1P2	YBX1	   nan	   nan	   nan
YBX2_+_7197885.23-P1P2|YBX2_+_7197918.23-P1P2	YBX2	   nan	   nan	   nan
YBX3_-_10875981.23-P1P2|YBX3_-_10875418.23-P1P2	YBX3	   nan	   nan	   nan
YDJC_+_21984266.23-P1P2|YDJC_-_21984294.23-P1P2	YDJC	   nan	   nan	   nan
YEATS2_+_183415634.23-P1P2|YEATS2_-_183415613.23-P1P2	YEATS2	   nan	   nan	   nan
YEATS4_+_69753819.23-P1P2|YEATS4_-_69753803.23-P1P2	YEATS4	   nan	   nan	   nan
YES1_-_812244.23-P1P2|YES1_+_812201.23-P1P2	YES1	   nan	   nan	   nan
YIF1A_+_66056534.23-P1P2|YIF1A_-_66056552.23-P1P2	YIF1A	   nan	   nan	   nan
YIF1B_+_38806547.23-P1P2|YIF1B_+_38806535.23-P1P2	YIF1B	   nan	   nan	   nan
YIPF1_+_54355402.23-P1P2|YIPF1_+_54355427.23-P1P2	YIPF1	   nan	   nan	   nan
YIPF2_+_11039312.23-P1P2|YIPF2_+_11039316.23-P1P2	YIPF2	   nan	   nan	   nan
YIPF3_-_43484634.23-P1P2|YIPF3_-_43484610.23-P1P2	YIPF3	   nan	   nan	   nan
YIPF4_+_32503217.23-P1P2|YIPF4_+_32503128.23-P1P2	YIPF4	   nan	   nan	   nan
YIPF5_-_143550127.23-P1P2|YIPF5_-_143550109.23-P1P2	YIPF5	   nan	   nan	   nan
YIPF6_-_67718943.23-P1P2|YIPF6_+_67718959.23-P1P2	YIPF6	   nan	   nan	   nan
YIPF7_+_44680369.23-P1P2|YIPF7_+_44680628.23-P1P2	YIPF7	   nan	   nan	   nan
YJEFN3_-_19639774.23-P2|YJEFN3_-_19639771.23-P2	YJEFN3	   nan	   nan	   nan
YKT6_+_44240680.23-P1P2|YKT6_-_44240662.23-P1P2	YKT6	   nan	   nan	   nan
YLPM1_+_75230079.23-P1P2|YLPM1_+_75230328.23-P1P2	YLPM1	   nan	   nan	   nan
YME1L1_+_27443319.23-P1P2|YME1L1_+_27443285.23-P1P2	YME1L1	   nan	   nan	   nan
YOD1_+_207224154.23-P1P2|YOD1_+_207224313.23-P1P2	YOD1	   nan	   nan	   nan
YPEL1_-_22090031.23-P1P2|YPEL1_-_22090026.23-P1P2	YPEL1	   nan	   nan	   nan
YPEL2_-_57409049.23-P1P2|YPEL2_+_57409103.23-P1P2	YPEL2	   nan	   nan	   nan
YPEL3_+_30107519.23-P1P2|YPEL3_+_30107503.23-P1P2	YPEL3	   nan	   nan	   nan
YPEL4_-_57417377.23-P1P2|YPEL4_-_57417311.23-P1P2	YPEL4	   nan	   nan	   nan
YPEL5_-_30369859.23-P1P2|YPEL5_-_30369815.23-P1P2	YPEL5	   nan	   nan	   nan
YRDC_-_38273817.23-P1P2|YRDC_-_38273805.23-P1P2	YRDC	   nan	   nan	   nan
YTHDC1_-_69215701.23-P1P2|YTHDC1_-_69215755.23-P1P2	YTHDC1	   nan	   nan	   nan
YTHDC2_-_112849417.23-P1P2|YTHDC2_+_112849453.23-P1P2	YTHDC2	   nan	   nan	   nan
YTHDF1_+_61847294.23-P1P2|YTHDF1_-_61847358.23-P1P2	YTHDF1	   nan	   nan	   nan
YTHDF2_+_29063507.23-P1P2|YTHDF2_+_29063483.23-P1P2	YTHDF2	   nan	   nan	   nan
YTHDF3_-_64081188.23-P1P2|YTHDF3_+_64081199.23-P1P2	YTHDF3	   nan	   nan	   nan
YWHAB_+_43514370.23-P1P2|YWHAB_+_43514385.23-P1P2	YWHAB	   nan	   nan	   nan
YWHAE_-_1303437.23-P1P2|YWHAE_+_1303257.23-P1P2	YWHAE	   nan	   nan	   nan
YWHAG_-_75988293.23-P1P2|YWHAG_+_75987872.23-P1P2	YWHAG	   nan	   nan	   nan
YWHAH_+_32340537.23-P1P2|YWHAH_-_32340725.23-P1P2	YWHAH	   nan	   nan	   nan
YWHAQ_+_9771085.23-P1P2|YWHAQ_-_9771061.23-P1P2	YWHAQ	   nan	   nan	   nan
YWHAZ_-_101964192.23-P1P2|YWHAZ_+_101964150.23-P1P2	YWHAZ	   nan	   nan	   nan
YY1AP1_+_155658522.23-P1P2|YY1AP1_+_155658368.23-P1P2	YY1AP1	   nan	   nan	   nan
YY1_-_100705185.23-P1P2|YY1_+_100705824.23-P1P2	YY1	   nan	   nan	   nan
YY2_+_21874388.23-P1P2|YY2_+_21874500.23-P1P2	YY2	   nan	   nan	   nan
ZACN_+_74075227.23-P1P2|ZACN_-_74075453.23-P1P2	ZACN	   nan	   nan	   nan
ZADH2_+_72921040.23-P1P2|ZADH2_-_72920857.23-P1P2	ZADH2	   nan	   nan	   nan
ZAK_-_173940598.23-P1P2|ZAK_-_173940595.23-P1P2	ZAK	   nan	   nan	   nan
ZAN_-_100331227.23-P1P2|ZAN_+_100331266.23-P1P2	ZAN	   nan	   nan	   nan
ZAP70_+_98330099.23-P1P2|ZAP70_+_98330268.23-P1P2	ZAP70	   nan	   nan	   nan
ZAR1L_-_32889550.23-P1P2|ZAR1L_-_32889540.23-P1P2	ZAR1L	   nan	   nan	   nan
ZAR1_+_48492305.23-ENST00000327939.4|ZAR1_+_48492358.23-ENST00000327939.4	ZAR1	   nan	   nan	   nan
ZBBX_+_167098062.23-P1P2|ZBBX_+_167098047.23-P1P2	ZBBX	   nan	   nan	   nan
ZBED2_-_111314138.23-P1P2|ZBED2_-_111314152.23-P1P2	ZBED2	   nan	   nan	   nan
ZBED3_-_76382989.23-P1P2|ZBED3_+_76382995.23-P1P2	ZBED3	   nan	   nan	   nan
ZBED4_+_50247558.23-P1P2|ZBED4_-_50247504.23-P1P2	ZBED4	   nan	   nan	   nan
ZBED5_-_10879553.23-P1P2|ZBED5_+_10879548.23-P1P2	ZBED5	   nan	   nan	   nan
