gRNA	gene	S1	S2	S3
USP21_-_161129387.23-P1P2|USP21_-_161129398.23-P1P2	USP21	   nan	   nan	   nan
USP22_-_20946275.23-P1P2|USP22_-_20946294.23-P1P2	USP22	   nan	   nan	   nan
USP24_-_55680724.23-P1P2|USP24_+_55680631.23-P1P2	USP24	   nan	   nan	   nan
USP25_+_17102509.23-P1P2|USP25_+_17102316.23-P1P2	USP25	   nan	   nan	   nan
USP26_+_132231083.23-P1P2|USP26_+_132231100.23-P1P2	USP26	   nan	   nan	   nan
USP27X_-_49644109.23-P1P2|USP27X_+_49644094.23-P1P2	USP27X	   nan	   nan	   nan
USP28_-_113746063.23-P1P2|USP28_+_113746234.23-P1P2	USP28	   nan	   nan	   nan
USP29_+_57631453.23-P1P2|USP29_-_57631473.23-P1P2	USP29	   nan	   nan	   nan
USP2_+_119234876.23-P1|USP2_-_119234832.23-P1	USP2	   nan	   nan	   nan
USP2_-_119249728.23-P2|USP2_+_119249522.23-P2	USP2	   nan	   nan	   nan
USP30_-_109490609.23-P1P2|USP30_+_109490393.23-P1P2	USP30	   nan	   nan	   nan
USP31_-_23160360.23-P1P2|USP31_-_23160343.23-P1P2	USP31	   nan	   nan	   nan
USP32_+_58469194.23-P1P2|USP32_+_58469076.23-P1P2	USP32	   nan	   nan	   nan
USP33_+_78225470.23-P1P2|USP33_+_78225459.23-P1P2	USP33	   nan	   nan	   nan
USP34_+_61697650.23-P1P2|USP34_+_61698193.23-P1P2	USP34	   nan	   nan	   nan
USP35_-_77900010.23-P1P2|USP35_+_77899979.23-P1P2	USP35	   nan	   nan	   nan
USP36_+_76836854.23-P1P2|USP36_+_76836485.23-P1P2	USP36	   nan	   nan	   nan
USP37_-_219433009.23-P1P2|USP37_-_219433042.23-P1P2	USP37	   nan	   nan	   nan
USP38_+_144106157.23-P1P2|USP38_+_144106133.23-P1P2	USP38	   nan	   nan	   nan
USP39_-_85829973.23-P2|USP39_-_85830050.23-P2	USP39	   nan	   nan	   nan
USP39_-_85843325.23-P1|USP39_+_85843306.23-P1	USP39	   nan	   nan	   nan
USP3_+_63796883.23-P1P2|USP3_+_63796855.23-P1P2	USP3	   nan	   nan	   nan
USP40_-_234475391.23-P1P2|USP40_+_234475382.23-P1P2	USP40	   nan	   nan	   nan
USP41_-_20726965.23-P1P2|USP41_-_20726954.23-P1P2	USP41	   nan	   nan	   nan
USP42_-_6144615.23-P1P2|USP42_-_6144549.23-P1P2	USP42	   nan	   nan	   nan
USP43_-_9548883.23-P1P2|USP43_-_9548917.23-P1P2	USP43	   nan	   nan	   nan
USP44_+_95942549.23-P1|USP44_+_95942529.23-P1	USP44	   nan	   nan	   nan
USP44_+_95945108.23-P2|USP44_-_95945137.23-P2	USP44	   nan	   nan	   nan
USP45_+_99963100.23-P1P2|USP45_+_99963276.23-P1P2	USP45	   nan	   nan	   nan
USP46_-_53525392.23-P1P2|USP46_+_53525225.23-P1P2	USP46	   nan	   nan	   nan
USP47_+_11863558.23-P1P2|USP47_+_11863607.23-P1P2	USP47	   nan	   nan	   nan
USP48_+_22109648.23-P1P2|USP48_+_22109575.23-P1P2	USP48	   nan	   nan	   nan
USP49_+_41863060.23-P1P2|USP49_-_41863094.23-P1P2	USP49	   nan	   nan	   nan
USP4_-_49377436.23-P1P2|USP4_+_49377417.23-P1P2	USP4	   nan	   nan	   nan
USP50_+_50838871.23-P1P2|USP50_+_50838623.23-P1P2	USP50	   nan	   nan	   nan
USP51_+_55515461.23-P1P2|USP51_+_55515494.23-P1P2	USP51	   nan	   nan	   nan
USP53_-_120133893.23-P1P2|USP53_-_120133843.23-P1P2	USP53	   nan	   nan	   nan
USP54_+_75385705.23-P2|USP54_-_75385750.23-P2	USP54	   nan	   nan	   nan
USP54_-_75351091.23-P1|USP54_+_75351065.23-P1	USP54	   nan	   nan	   nan
USP5_+_6961501.23-P1|USP5_+_6961472.23-P1	USP5	   nan	   nan	   nan
USP5_-_6965971.23-P2|USP5_+_6966012.23-P2	USP5	   nan	   nan	   nan
USP6NL_+_11574297.23-ENST00000277575.5|USP6NL_-_11574304.23-ENST00000277575.5	USP6NL	   nan	   nan	   nan
USP6_+_5019858.23-P1P2|USP6_-_5019904.23-P1P2	USP6	   nan	   nan	   nan
USP7_-_9057818.23-P1P2|USP7_-_9057709.23-P1P2	USP7	   nan	   nan	   nan
USP8_+_50716821.23-P1P2|USP8_-_50716851.23-P1P2	USP8	   nan	   nan	   nan
USP9X_+_40945320.23-P1P2|USP9X_-_40944738.23-P1P2	USP9X	   nan	   nan	   nan
USP9Y_+_14813207.23-ENST00000338981.3|USP9Y_-_14813452.23-ENST00000338981.3	USP9Y	   nan	   nan	   nan
USPL1_-_31192127.23-P1P2|USPL1_-_31192108.23-P1P2	USPL1	   nan	   nan	   nan
UST_+_149068214.23-P1P2|UST_-_149068253.23-P1P2	UST	   nan	   nan	   nan
UTF1_+_135043759.23-P1P2|UTF1_+_135043785.23-P1P2	UTF1	   nan	   nan	   nan
UTP11L_-_38478438.23-P1P2|UTP11L_-_38478424.23-P1P2	UTP11L	   nan	   nan	   nan
UTP14A_-_129040177.23-P1P2|UTP14A_+_129040149.23-P1P2	UTP14A	   nan	   nan	   nan
UTP15_-_72861621.23-P1P2|UTP15_-_72861666.23-P1P2	UTP15	   nan	   nan	   nan
UTP18_-_49338383.23-P1P2|UTP18_-_49337959.23-P1P2	UTP18	   nan	   nan	   nan
UTP20_+_101674131.23-P1P2|UTP20_-_101674128.23-P1P2	UTP20	   nan	   nan	   nan
UTP23_-_117778780.23-P1P2|UTP23_+_117778813.23-P1P2	UTP23	   nan	   nan	   nan
UTP3_+_71554274.23-P1P2|UTP3_-_71554284.23-P1P2	UTP3	   nan	   nan	   nan
UTP6_-_30228710.23-P1P2|UTP6_-_30228722.23-P1P2	UTP6	   nan	   nan	   nan
UTRN_-_144613005.23-ENST00000367545.3|UTRN_-_144613053.23-ENST00000367545.3	UTRN	   nan	   nan	   nan
UTS2B_-_190999851.23-P1P2|UTS2B_-_190999890.23-P1P2	UTS2B	   nan	   nan	   nan
UTS2R_-_80332203.23-ENST00000313135.2|UTS2R_-_80332193.23-ENST00000313135.2	UTS2R	   nan	   nan	   nan
UTS2_-_7913082.23-ENST00000361696.5|UTS2_+_7913068.23-ENST00000361696.5	UTS2	   nan	   nan	   nan
UTY_-_15591513.23-P1P2|UTY_+_15591851.23-P1P2	UTY	   nan	   nan	   nan
UVRAG_-_75526284.23-P1P2|UVRAG_-_75526290.23-P1P2	UVRAG	   nan	   nan	   nan
UVSSA_+_1341452.23-P1P2|UVSSA_+_1341437.23-P1P2	UVSSA	   nan	   nan	   nan
UXS1_+_106810727.23-P1P2|UXS1_+_106810706.23-P1P2	UXS1	   nan	   nan	   nan
UXT_+_47518485.23-P1P2|UXT_-_47518537.23-P1P2	UXT	   nan	   nan	   nan
VAC14_-_70835027.23-P1P2|VAC14_+_70835011.23-P1P2	VAC14	   nan	   nan	   nan
VAMP1_-_6579820.23-P1P2|VAMP1_-_6579770.23-P1P2	VAMP1	   nan	   nan	   nan
VAMP2_-_8066267.23-P1P2|VAMP2_+_8066260.23-P1P2	VAMP2	   nan	   nan	   nan
VAMP3_+_7831404.23-P1P2|VAMP3_+_7831374.23-P1P2	VAMP3	   nan	   nan	   nan
VAMP4_+_171711193.23-P1P2|VAMP4_+_171711196.23-P1P2	VAMP4	   nan	   nan	   nan
VAMP5_-_85811590.23-P1P2|VAMP5_-_85811705.23-P1P2	VAMP5	   nan	   nan	   nan
VAMP7_+_155111025.23-P1P2|VAMP7_+_155111049.23-P1P2	VAMP7	   nan	   nan	   nan
VAMP8_+_85788780.23-P2|VAMP8_+_85788710.23-P2	VAMP8	   nan	   nan	   nan
VAMP8_-_85804715.23-P1|VAMP8_+_85804709.23-P1	VAMP8	   nan	   nan	   nan
VANGL1_+_116184656.23-P1P2|VANGL1_-_116184602.23-P1P2	VANGL1	   nan	   nan	   nan
VANGL2_+_160370836.23-P1P2|VANGL2_-_160370795.23-P1P2	VANGL2	   nan	   nan	   nan
VAPA_-_9914119.23-P1P2|VAPA_-_9914108.23-P1P2	VAPA	   nan	   nan	   nan
VAPB_+_56964373.23-P1P2|VAPB_+_56964378.23-P1P2	VAPB	   nan	   nan	   nan
VARS2_-_30882058.23-P1P2|VARS2_+_30882095.23-P1P2	VARS2	   nan	   nan	   nan
VARS_+_31763457.23-P1P2|VARS_+_31763097.23-P1P2	VARS	   nan	   nan	   nan
VASH1_-_77227834.23-P1P2|VASH1_-_77227837.23-P1P2	VASH1	   nan	   nan	   nan
VASH2_-_213123953.23-P1P2|VASH2_+_213124133.23-P1P2	VASH2	   nan	   nan	   nan
VASN_-_4421855.23-P1P2|VASN_-_4421948.23-P1P2	VASN	   nan	   nan	   nan
VASP_+_46010763.23-P1P2|VASP_-_46010775.23-P1P2	VASP	   nan	   nan	   nan
VAT1L_+_77822498.23-P1P2|VAT1L_+_77822932.23-P1P2	VAT1L	   nan	   nan	   nan
VAT1_-_41174374.23-P1P2|VAT1_+_41174320.23-P1P2	VAT1	   nan	   nan	   nan
VAV1_-_6772749.23-P1P2|VAV1_-_6772740.23-P1P2	VAV1	   nan	   nan	   nan
VAV2_+_136857564.23-P1P2|VAV2_+_136857453.23-P1P2	VAV2	   nan	   nan	   nan
VAV3_-_108507439.23-P1P2|VAV3_-_108507499.23-P1P2	VAV3	   nan	   nan	   nan
VAX1_+_118897861.23-P1P2|VAX1_+_118897881.23-P1P2	VAX1	   nan	   nan	   nan
VAX2_-_71127869.23-P1P2|VAX2_+_71127722.23-P1P2	VAX2	   nan	   nan	   nan
VBP1_-_154444784.23-P1P2|VBP1_-_154444762.23-P1P2	VBP1	   nan	   nan	   nan
VCAM1_-_101185348.23-P1P2|VCAM1_-_101185375.23-P1P2	VCAM1	   nan	   nan	   nan
VCAN_-_82767603.23-P1P2|VCAN_+_82767586.23-P1P2	VCAN	   nan	   nan	   nan
VCL_+_75757919.23-P1P2|VCL_+_75757911.23-P1P2	VCL	   nan	   nan	   nan
VCPIP1_+_67579382.23-P1P2|VCPIP1_-_67579070.23-P1P2	VCPIP1	   nan	   nan	   nan
VCPKMT_+_50583228.23-P1P2|VCPKMT_+_50583242.23-P1P2	VCPKMT	   nan	   nan	   nan
VCP_-_35072566.23-P1P2|VCP_-_35072535.23-P1P2	VCP	   nan	   nan	   nan
VCX_-_7811292.23-P1P2|VCX_+_7811284.23-P1P2	VCX	   nan	   nan	   nan
VDAC1_-_133340344.23-P1P2|VDAC1_+_133340407.23-P1P2	VDAC1	   nan	   nan	   nan
VDAC2_+_76970831.23-P1P2|VDAC2_+_76970763.23-P1P2	VDAC2	   nan	   nan	   nan
VDAC3_+_42249786.23-P1P2|VDAC3_+_42249411.23-P1P2	VDAC3	   nan	   nan	   nan
VDR_+_48298796.23-P1P2|VDR_-_48298749.23-P1P2	VDR	   nan	   nan	   nan
VEGFA_-_43737979.23-P1P2|VEGFA_-_43737985.23-P1P2	VEGFA	   nan	   nan	   nan
VEGFB_+_64002322.23-P1P2|VEGFB_+_64002310.23-P1P2	VEGFB	   nan	   nan	   nan
VEGFC_-_177714040.23-P1P2|VEGFC_-_177714032.23-P1P2	VEGFC	   nan	   nan	   nan
VENTX_+_135051755.23-P1P2|VENTX_+_135051640.23-P1P2	VENTX	   nan	   nan	   nan
VEPH1_-_157217268.23-ENST00000392832.2|VEPH1_-_157217280.23-ENST00000392832.2	VEPH1	   nan	   nan	   nan
VEPH1_-_157221158.23-ENST00000362010.2|VEPH1_+_157221140.23-ENST00000362010.2	VEPH1	   nan	   nan	   nan
VEZF1_-_56065595.23-P1P2|VEZF1_-_56065555.23-P1P2	VEZF1	   nan	   nan	   nan
VEZT_-_95611616.23-P1P2|VEZT_-_95611619.23-P1P2	VEZT	   nan	   nan	   nan
VGF_-_100808789.23-P1P2|VGF_+_100808593.23-P1P2	VGF	   nan	   nan	   nan
VGLL1_-_135614440.23-P1P2|VGLL1_-_135614455.23-P1P2	VGLL1	   nan	   nan	   nan
VGLL2_+_117586727.23-P1P2|VGLL2_-_117586764.23-P1P2	VGLL2	   nan	   nan	   nan
VGLL3_-_87040225.23-P1P2|VGLL3_+_87039981.23-P1P2	VGLL3	   nan	   nan	   nan
VGLL4_-_11685384.23-P1P2|VGLL4_+_11685354.23-P1P2	VGLL4	   nan	   nan	   nan
VHLL_-_156269210.23-ENST00000339922.3|VHLL_-_156269195.23-ENST00000339922.3	VHLL	   nan	   nan	   nan
VHL_-_10183543.23-P1P2|VHL_-_10183539.23-P1P2	VHL	   nan	   nan	   nan
VIL1_-_219283896.23-P1P2|VIL1_-_219283891.23-P1P2	VIL1	   nan	   nan	   nan
VILL_+_38035665.23-P1|VILL_+_38035705.23-P1	VILL	   nan	   nan	   nan
VILL_-_38032287.23-P2|VILL_-_38032344.23-P2	VILL	   nan	   nan	   nan
VIMP_-_101817613.23-P1P2|VIMP_-_101817584.23-P1P2	VIMP	   nan	   nan	   nan
VIM_+_17271347.23-P1P2|VIM_+_17271338.23-P1P2	VIM	   nan	   nan	   nan
VIPAS39_+_77923897.23-P1P2|VIPAS39_+_77923885.23-P1P2	VIPAS39	   nan	   nan	   nan
VIPR1_+_42543374.23-P1P2|VIPR1_+_42544178.23-P1P2	VIPR1	   nan	   nan	   nan
VIPR2_+_158937499.23-P1P2|VIPR2_+_158937505.23-P1P2	VIPR2	   nan	   nan	   nan
VIP_+_153072006.23-P1P2|VIP_+_153071977.23-P1P2	VIP	   nan	   nan	   nan
VIT_-_36923943.23-P1P2|VIT_+_36924005.23-P1P2	VIT	   nan	   nan	   nan
VKORC1L1_+_65338056.23-P1P2|VKORC1L1_-_65338303.23-P1P2	VKORC1L1	   nan	   nan	   nan
VKORC1_+_31106045.23-P1P2|VKORC1_-_31106029.23-P1P2	VKORC1	   nan	   nan	   nan
VLDLR_+_2621832.23-P1P2|VLDLR_+_2621803.23-P1P2	VLDLR	   nan	   nan	   nan
VMA21_+_150565700.23-P1P2|VMA21_+_150565691.23-P1P2	VMA21	   nan	   nan	   nan
VMAC_-_5904934.23-P1P2|VMAC_+_5904899.23-P1P2	VMAC	   nan	   nan	   nan
VMO1_+_4689643.23-P1P2|VMO1_-_4689486.23-P1P2	VMO1	   nan	   nan	   nan
VMP1_-_57785061.23-P1P2|VMP1_-_57785088.23-P1P2	VMP1	   nan	   nan	   nan
VN1R1_+_57967532.23-P1P2|VN1R1_-_57967434.23-P1P2	VN1R1	   nan	   nan	   nan
VN1R2_-_53761936.23-ENST00000341702.3|VN1R2_+_53762017.23-ENST00000341702.3	VN1R2	   nan	   nan	   nan
VN1R4_-_53770577.23-ENST00000311170.4|VN1R4_+_53770922.23-ENST00000311170.4	VN1R4	   nan	   nan	   nan
VNN1_+_133008486.23-P2|VNN1_-_133008557.23-P2	VNN1	   nan	   nan	   nan
VNN1_+_133035146.23-P1|VNN1_-_133034895.23-P1	VNN1	   nan	   nan	   nan
VNN2_+_133084575.23-P2|VNN2_-_133084535.23-P2	VNN2	   nan	   nan	   nan
VNN2_-_133079011.23-P1|VNN2_-_133078972.23-P1	VNN2	   nan	   nan	   nan
VOPP1_+_55639927.23-P1P2|VOPP1_+_55640180.23-P1P2	VOPP1	   nan	   nan	   nan
VPRBP_-_51534018.23-P1P2|VPRBP_-_51534007.23-P1P2	VPRBP	   nan	   nan	   nan
VPREB1_+_22599237.23-P1P2|VPREB1_-_22599234.23-P1P2	VPREB1	   nan	   nan	   nan
VPREB3_-_24096558.23-P1P2|VPREB3_-_24096526.23-P1P2	VPREB3	   nan	   nan	   nan
VPS11_-_118938519.23-P1P2|VPS11_+_118938747.23-P1P2	VPS11	   nan	   nan	   nan
VPS13A_-_79792477.23-P1P2|VPS13A_+_79792502.23-P1P2	VPS13A	   nan	   nan	   nan
VPS13B_-_100025522.23-P1P2|VPS13B_-_100025571.23-P1P2	VPS13B	   nan	   nan	   nan
VPS13C_-_62352597.23-P1P2|VPS13C_-_62352629.23-P1P2	VPS13C	   nan	   nan	   nan
VPS13D_-_12290177.23-P1P2|VPS13D_+_12290170.23-P1P2	VPS13D	   nan	   nan	   nan
VPS16_-_2821435.23-P1P2|VPS16_+_2821405.23-P1P2	VPS16	   nan	   nan	   nan
VPS18_-_41186699.23-P1P2|VPS18_-_41187068.23-P1P2	VPS18	   nan	   nan	   nan
VPS25_+_40925531.23-P1P2|VPS25_+_40925514.23-P1P2	VPS25	   nan	   nan	   nan
VPS26A_-_70883991.23-P1P2|VPS26A_-_70884021.23-P1P2	VPS26A	   nan	   nan	   nan
VPS26B_+_134094594.23-P1P2|VPS26B_-_134094908.23-P1P2	VPS26B	   nan	   nan	   nan
VPS28_-_145653878.23-P1P2|VPS28_-_145653897.23-P1P2	VPS28	   nan	   nan	   nan
VPS33A_+_122750974.23-P1P2|VPS33A_+_122750997.23-P1P2	VPS33A	   nan	   nan	   nan
VPS33B_+_91565735.23-P1P2|VPS33B_+_91565597.23-P1P2	VPS33B	   nan	   nan	   nan
VPS35_+_46723052.23-P1P2|VPS35_+_46723041.23-P1P2	VPS35	   nan	   nan	   nan
VPS36_+_53024751.23-P1P2|VPS36_-_53024730.23-P1P2	VPS36	   nan	   nan	   nan
VPS37A_+_17104482.23-P1P2|VPS37A_+_17104492.23-P1P2	VPS37A	   nan	   nan	   nan
VPS37B_+_123380637.23-P1P2|VPS37B_+_123380265.23-P1P2	VPS37B	   nan	   nan	   nan
VPS37C_+_60928912.23-P1P2|VPS37C_+_60928845.23-P1P2	VPS37C	   nan	   nan	   nan
VPS37D_-_73082272.23-P1P2|VPS37D_-_73082306.23-P1P2	VPS37D	   nan	   nan	   nan
VPS39_-_42500464.23-P1P2|VPS39_+_42500498.23-P1P2	VPS39	   nan	   nan	   nan
VPS41_+_38948746.23-P1|VPS41_+_38948736.23-P1	VPS41	   nan	   nan	   nan
VPS41_+_38969081.23-P2|VPS41_-_38969076.23-P2	VPS41	   nan	   nan	   nan
VPS45_-_150039852.23-P1P2|VPS45_-_150039823.23-P1P2	VPS45	   nan	   nan	   nan
VPS4A_+_69345269.23-P1P2|VPS4A_+_69345253.23-P1P2	VPS4A	   nan	   nan	   nan
VPS4B_+_61089657.23-P1P2|VPS4B_+_61089660.23-P1P2	VPS4B	   nan	   nan	   nan
VPS51_-_64863725.23-P1P2|VPS51_-_64863728.23-P1P2	VPS51	   nan	   nan	   nan
VPS52_+_33239427.23-P1P2|VPS52_+_33239382.23-P1P2	VPS52	   nan	   nan	   nan
VPS53_+_618056.23-P1P2|VPS53_-_618050.23-P1P2	VPS53	   nan	   nan	   nan
VPS54_+_64246129.23-P1P2|VPS54_+_64246255.23-P1P2	VPS54	   nan	   nan	   nan
VPS72_+_151162629.23-P1P2|VPS72_+_151162601.23-P1P2	VPS72	   nan	   nan	   nan
VPS8_+_184530162.23-P1P2|VPS8_-_184530046.23-P1P2	VPS8	   nan	   nan	   nan
VPS9D1_-_89787283.23-P1P2|VPS9D1_-_89787286.23-P1P2	VPS9D1	   nan	   nan	   nan
VRK1_-_97263729.23-P1P2|VRK1_-_97263738.23-P1P2	VRK1	   nan	   nan	   nan
VRK2_+_58273999.23-P1P2|VRK2_-_58273963.23-P1P2	VRK2	   nan	   nan	   nan
VRK3_+_50528591.23-P1P2|VRK3_+_50528570.23-P1P2	VRK3	   nan	   nan	   nan
VRTN_+_74815616.23-P1P2|VRTN_+_74815621.23-P1P2	VRTN	   nan	   nan	   nan
VSIG10L_+_51842970.23-P2|VSIG10L_+_51842990.23-P2	VSIG10L	   nan	   nan	   nan
VSIG10L_-_51845356.23-P1|VSIG10L_+_51845362.23-P1	VSIG10L	   nan	   nan	   nan
VSIG10_+_118541811.23-P1P2|VSIG10_-_118541586.23-P1P2	VSIG10	   nan	   nan	   nan
VSIG1_-_107288318.23-P1P2|VSIG1_+_107288292.23-P1P2	VSIG1	   nan	   nan	   nan
VSIG2_-_124622120.23-P1P2|VSIG2_-_124622085.23-P1P2	VSIG2	   nan	   nan	   nan
VSIG4_-_65259891.23-P1P2|VSIG4_+_65259883.23-P1P2	VSIG4	   nan	   nan	   nan
VSIG8_-_159832381.23-P1P2|VSIG8_-_159832367.23-P1P2	VSIG8	   nan	   nan	   nan
VSNL1_-_17722031.23-P1P2|VSNL1_-_17721996.23-P1P2	VSNL1	   nan	   nan	   nan
VSTM1_-_54567151.23-P1P2|VSTM1_-_54567154.23-P1P2	VSTM1	   nan	   nan	   nan
VSTM2A_+_54610208.23-P1P2|VSTM2A_+_54610187.23-P1P2	VSTM2A	   nan	   nan	   nan
VSTM2B_-_30017105.23-P1P2|VSTM2B_+_30017108.23-P1P2	VSTM2B	   nan	   nan	   nan
VSTM2L_-_36531538.23-P1P2|VSTM2L_-_36531541.23-P1P2	VSTM2L	   nan	   nan	   nan
VSTM4_-_50323560.23-P1P2|VSTM4_-_50323329.23-P1P2	VSTM4	   nan	   nan	   nan
VSTM5_-_93583478.23-P1P2|VSTM5_+_93583373.23-P1P2	VSTM5	   nan	   nan	   nan
VSX1_+_25058599.23-P1P2|VSX1_+_25058578.23-P1P2	VSX1	   nan	   nan	   nan
VSX2_-_74706171.23-P1P2|VSX2_-_74706165.23-P1P2	VSX2	   nan	   nan	   nan
VTA1_-_142468401.23-P1P2|VTA1_+_142468587.23-P1P2	VTA1	   nan	   nan	   nan
VTCN1_-_117753505.23-P1P2|VTCN1_-_117753484.23-P1P2	VTCN1	   nan	   nan	   nan
VTI1A_+_114207005.23-P1P2|VTI1A_-_114207032.23-P1P2	VTI1A	   nan	   nan	   nan
VTI1B_+_68141305.23-P1P2|VTI1B_+_68141254.23-P1P2	VTI1B	   nan	   nan	   nan
VTN_-_26697301.23-P1P2|VTN_+_26697269.23-P1P2	VTN	   nan	   nan	   nan
VWA1_+_1371508.23-P1P2|VWA1_+_1370934.23-P1P2	VWA1	   nan	   nan	   nan
VWA2_+_115999229.23-P1P2|VWA2_-_115999349.23-P1P2	VWA2	   nan	   nan	   nan
VWA3A_+_22103915.23-P1P2|VWA3A_-_22103914.23-P1P2	VWA3A	   nan	   nan	   nan
VWA3B_+_98703708.23-P1P2|VWA3B_+_98703693.23-P1P2	VWA3B	   nan	   nan	   nan
VWA5A_-_123986208.23-P1P2|VWA5A_-_123986215.23-P1P2	VWA5A	   nan	   nan	   nan
VWA5B1_-_20617423.23-P1P2|VWA5B1_-_20617587.23-P1P2	VWA5B1	   nan	   nan	   nan
VWA5B2_+_183948160.23-P1P2|VWA5B2_-_183948208.23-P1P2	VWA5B2	   nan	   nan	   nan
VWA7_+_31745060.23-P1P2|VWA7_-_31745053.23-P1P2	VWA7	   nan	   nan	   nan
VWA8_-_42535213.23-P1P2|VWA8_-_42535200.23-P1P2	VWA8	   nan	   nan	   nan
VWA9_-_65903523.23-P1P2|VWA9_-_65903414.23-P1P2	VWA9	   nan	   nan	   nan
VWC2L_-_215275836.23-P1P2|VWC2L_+_215275843.23-P1P2	VWC2L	   nan	   nan	   nan
VWC2_+_49813318.23-P1P2|VWC2_+_49813242.23-P1P2	VWC2	   nan	   nan	   nan
VWCE_-_61062749.23-P1P2|VWCE_+_61062772.23-P1P2	VWCE	   nan	   nan	   nan
VWDE_+_12443482.23-P1P2|VWDE_+_12443476.23-P1P2	VWDE	   nan	   nan	   nan
VWF_-_6233427.23-P1P2|VWF_+_6233658.23-P1P2	VWF	   nan	   nan	   nan
WAC_+_28822278.23-P1P2|WAC_+_28822275.23-P1P2	WAC	   nan	   nan	   nan
WAPAL_+_88281533.23-P1P2|WAPAL_+_88281542.23-P1P2	WAPAL	   nan	   nan	   nan
WARS2_-_119682933.23-P1P2|WARS2_-_119683199.23-P1P2	WARS2	   nan	   nan	   nan
WARS_-_100841623.23-P1P2|WARS_+_100841441.23-P1P2	WARS	   nan	   nan	   nan
WASF1_+_110500831.23-P1P2|WASF1_+_110500826.23-P1P2	WASF1	   nan	   nan	   nan
WASF2_+_27816637.23-P1P2|WASF2_+_27816642.23-P1P2	WASF2	   nan	   nan	   nan
WASF3_+_27131849.23-P1P2|WASF3_-_27131966.23-P1P2	WASF3	   nan	   nan	   nan
WASL_-_123388989.23-P1P2|WASL_-_123389151.23-P1P2	WASL	   nan	   nan	   nan
WAS_-_48542230.23-P1P2|WAS_+_48542240.23-P1P2	WAS	   nan	   nan	   nan
WBP11_+_14956444.23-P1|WBP11_+_14956413.23-P1	WBP11	   nan	   nan	   nan
WBP11_-_14946707.23-P2|WBP11_+_14946647.23-P2	WBP11	   nan	   nan	   nan
WBP1L_-_104503698.23-P1P2|WBP1L_-_104503694.23-P1P2	WBP1L	   nan	   nan	   nan
WBP1_-_74685599.23-P1P2|WBP1_-_74685547.23-P1P2	WBP1	   nan	   nan	   nan
WBP2NL_-_42394859.23-P1P2|WBP2NL_-_42394825.23-P1P2	WBP2NL	   nan	   nan	   nan
WBP2_+_73851374.23-P1P2|WBP2_+_73851385.23-P1P2	WBP2	   nan	   nan	   nan
WBP4_-_41635716.23-P1P2|WBP4_-_41635687.23-P1P2	WBP4	   nan	   nan	   nan
WBP5_+_102611448.23-P1P2|WBP5_+_102611441.23-P1P2	WBP5	   nan	   nan	   nan
WBSCR16_+_74489621.23-P1P2|WBSCR16_-_74489655.23-P1P2	WBSCR16	   nan	   nan	   nan
WBSCR17_+_70596891.23-P1P2|WBSCR17_+_70597385.23-P1P2	WBSCR17	   nan	   nan	   nan
WBSCR22_-_73097989.23-P1P2|WBSCR22_-_73097911.23-P1P2	WBSCR22	   nan	   nan	   nan
WBSCR27_+_73256818.23-P1P2|WBSCR27_-_73256798.23-P1P2	WBSCR27	   nan	   nan	   nan
WBSCR28_-_73275514.23-P1P2|WBSCR28_+_73275553.23-P1P2	WBSCR28	   nan	   nan	   nan
WDFY1_+_224809994.23-P1P2|WDFY1_+_224809997.23-P1P2	WDFY1	   nan	   nan	   nan
WDFY2_+_52158585.23-P1P2|WDFY2_+_52158666.23-P1P2	WDFY2	   nan	   nan	   nan
WDFY3_+_85887823.23-P1P2|WDFY3_-_85887749.23-P1P2	WDFY3	   nan	   nan	   nan
WDFY4_-_49892951.23-P1P2|WDFY4_+_49893102.23-P1P2	WDFY4	   nan	   nan	   nan
WDHD1_-_55493772.23-P1P2|WDHD1_-_55493748.23-P1P2	WDHD1	   nan	   nan	   nan
WDPCP_-_63815339.23-P1P2|WDPCP_+_63815311.23-P1P2	WDPCP	   nan	   nan	   nan
WDR11_+_122610883.23-P1P2|WDR11_-_122610740.23-P1P2	WDR11	   nan	   nan	   nan
WDR12_+_203776353.23-P1P2|WDR12_-_203776953.23-P1P2	WDR12	   nan	   nan	   nan
WDR13_-_48455953.23-P1P2|WDR13_-_48455961.23-P1P2	WDR13	   nan	   nan	   nan
WDR16_-_9480045.23-P1P2|WDR16_+_9480002.23-P1P2	WDR16	   nan	   nan	   nan
WDR17_+_176987036.23-P1P2|WDR17_+_176987220.23-P1P2	WDR17	   nan	   nan	   nan
WDR18_-_984344.23-P1P2|WDR18_-_984406.23-P1P2	WDR18	   nan	   nan	   nan
WDR19_-_39184334.23-P1P2|WDR19_-_39184174.23-P1P2	WDR19	   nan	   nan	   nan
WDR1_-_10117920.23-P1P2|WDR1_+_10118295.23-P1P2	WDR1	   nan	   nan	   nan
WDR20_-_102606236.23-P1P2|WDR20_+_102606341.23-P1P2	WDR20	   nan	   nan	   nan
WDR24_-_740276.23-P1P2|WDR24_-_740033.23-P1P2	WDR24	   nan	   nan	   nan
WDR25_-_100842832.23-P1P2|WDR25_+_100842799.23-P1P2	WDR25	   nan	   nan	   nan
WDR26_+_224622428.23-P1P2|WDR26_+_224622446.23-P1P2	WDR26	   nan	   nan	   nan
